classes,label,full_path,width,height,ratio
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3160.jpg,240,319,0.7523510971786834
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/8560.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/8979.jpg,447,336,1.3303571428571428
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/11495.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5513.jpg,379,499,0.7595190380761523
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/12399.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/781.jpg,188,175,1.0742857142857143
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/11210.jpg,364,480,0.7583333333333333
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/9319.jpg,158,190,0.8315789473684211
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/829.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1621.jpg,451,500,0.902
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1578.jpg,335,381,0.8792650918635171
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/11214.jpg,500,489,1.0224948875255624
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4904.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3506.jpg,262,350,0.7485714285714286
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5498.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5567.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/363.jpg,319,238,1.3403361344537814
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/6876.jpg,499,278,1.7949640287769784
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/9563.jpg,249,293,0.8498293515358362
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10791.jpg,232,144,1.6111111111111112
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/2813.jpg,290,468,0.6196581196581197
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4833.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/11430.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/6154.jpg,270,256,1.0546875
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1003.jpg,398,499,0.7975951903807615
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/11474.jpg,499,375,1.3306666666666667
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/6738.jpg,449,357,1.257703081232493
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/279.jpg,331,457,0.7242888402625821
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/11449.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/8678.jpg,475,463,1.0259179265658747
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4642.jpg,325,431,0.7540603248259861
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3644.jpg,370,499,0.7414829659318637
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1359.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3526.jpg,500,457,1.0940919037199124
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5475.jpg,390,500,0.78
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10495.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5186.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/6002.jpg,492,451,1.0909090909090908
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5065.jpg,228,320,0.7125
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/7395.jpg,239,320,0.746875
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/8025.jpg,500,409,1.2224938875305624
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/7616.jpg,221,320,0.690625
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/2093.jpg,299,400,0.7475
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3800.jpg,499,375,1.3306666666666667
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/9922.jpg,264,351,0.7521367521367521
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/12277.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4247.jpg,358,417,0.8585131894484412
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/2004.jpg,332,499,0.6653306613226453
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4908.jpg,436,495,0.8808080808080808
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/2818.jpg,431,450,0.9577777777777777
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10614.jpg,500,320,1.5625
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1335.jpg,500,374,1.3368983957219251
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3108.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3836.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5691.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/6355.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/741.jpg,161,216,0.7453703703703703
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4387.jpg,420,443,0.9480812641083521
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3703.jpg,373,500,0.746
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1079.jpg,182,227,0.801762114537445
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5645.jpg,282,500,0.564
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5996.jpg,331,500,0.662
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10956.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4210.jpg,499,333,1.4984984984984986
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1092.jpg,157,179,0.8770949720670391
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/595.jpg,500,332,1.5060240963855422
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4953.jpg,103,112,0.9196428571428571
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3231.jpg,186,299,0.6220735785953178
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1533.jpg,270,274,0.9854014598540146
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3082.jpg,191,288,0.6631944444444444
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/7326.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5129.jpg,256,319,0.8025078369905956
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4716.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/9407.jpg,499,414,1.2053140096618358
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/6042.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1779.jpg,395,299,1.3210702341137124
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3772.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1027.jpg,269,238,1.1302521008403361
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/7105.jpg,331,500,0.662
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/12273.jpg,112,150,0.7466666666666667
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/9127.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3728.jpg,373,500,0.746
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/12433.jpg,360,479,0.7515657620041754
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3880.jpg,500,446,1.1210762331838564
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/7551.jpg,433,384,1.1276041666666667
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1437.jpg,283,285,0.9929824561403509
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10482.jpg,333,249,1.3373493975903614
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/12400.jpg,331,500,0.662
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1502.jpg,500,414,1.2077294685990339
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/2903.jpg,63,96,0.65625
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10059.jpg,456,500,0.912
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10443.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/590.jpg,308,407,0.7567567567567568
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/6366.jpg,370,500,0.74
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5981.jpg,356,500,0.712
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4048.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/2215.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5194.jpg,161,200,0.805
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/9614.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/7329.jpg,224,300,0.7466666666666667
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/39.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5158.jpg,400,299,1.3377926421404682
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1312.jpg,231,323,0.7151702786377709
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4418.jpg,442,499,0.8857715430861723
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/8962.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/2609.jpg,499,331,1.5075528700906344
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/141.jpg,499,450,1.1088888888888888
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/11795.jpg,400,299,1.3377926421404682
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10125.jpg,138,216,0.6388888888888888
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4024.jpg,461,500,0.922
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/8764.jpg,319,267,1.1947565543071161
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/7964.jpg,500,298,1.6778523489932886
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4690.jpg,447,499,0.8957915831663327
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10785.jpg,480,359,1.3370473537604457
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/2315.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3519.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/8697.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/6571.jpg,426,499,0.8537074148296593
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10213.jpg,93,123,0.7560975609756098
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3829.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1635.jpg,247,349,0.7077363896848138
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/143.jpg,421,479,0.8789144050104384
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/11794.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/473.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/6892.jpg,336,370,0.9081081081081082
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10273.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3363.jpg,240,274,0.8759124087591241
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4337.jpg,500,476,1.050420168067227
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/9115.jpg,468,500,0.936
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3919.jpg,414,300,1.38
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4589.jpg,359,220,1.6318181818181818
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4499.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4371.jpg,263,350,0.7514285714285714
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/8274.jpg,316,482,0.6556016597510373
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3101.jpg,266,399,0.6666666666666666
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/9901.jpg,324,460,0.7043478260869566
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10392.jpg,299,200,1.495
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4317.jpg,300,399,0.7518796992481203
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/8562.jpg,499,357,1.3977591036414565
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10205.jpg,376,500,0.752
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/171.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/7284.jpg,405,396,1.0227272727272727
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/11273.jpg,413,289,1.4290657439446366
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/7048.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/23.jpg,252,377,0.6684350132625995
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10576.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/2857.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/9461.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/2534.jpg,341,340,1.0029411764705882
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/12366.jpg,336,335,1.0029850746268656
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/96.jpg,332,500,0.664
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3420.jpg,499,375,1.3306666666666667
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/6538.jpg,431,394,1.0939086294416243
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4993.jpg,489,270,1.8111111111111111
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3071.jpg,433,500,0.866
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/400.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1671.jpg,199,173,1.1502890173410405
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4148.jpg,380,421,0.9026128266033254
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10431.jpg,359,480,0.7479166666666667
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/6849.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10741.jpg,332,297,1.1178451178451179
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10406.jpg,173,149,1.1610738255033557
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3404.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5833.jpg,499,379,1.316622691292876
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5073.jpg,386,329,1.1732522796352585
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/11094.jpg,446,499,0.8937875751503006
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/9026.jpg,198,200,0.99
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1523.jpg,436,458,0.9519650655021834
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1203.jpg,441,379,1.1635883905013193
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4680.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/7162.jpg,326,323,1.0092879256965945
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1619.jpg,468,499,0.9378757515030061
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/8805.jpg,359,480,0.7479166666666667
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/7672.jpg,235,261,0.9003831417624522
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/12033.jpg,500,445,1.1235955056179776
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3142.jpg,499,418,1.19377990430622
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/11603.jpg,499,500,0.998
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5317.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5297.jpg,148,161,0.9192546583850931
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/2520.jpg,359,456,0.7872807017543859
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/7543.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/6184.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/2471.jpg,270,359,0.7520891364902507
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/897.jpg,469,344,1.3633720930232558
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3610.jpg,500,439,1.1389521640091116
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/6404.jpg,177,300,0.59
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/2189.jpg,250,250,1.0
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/8360.jpg,350,229,1.5283842794759825
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/11141.jpg,336,404,0.8316831683168316
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/6763.jpg,161,162,0.9938271604938271
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/2126.jpg,398,499,0.7975951903807615
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/2751.jpg,285,378,0.753968253968254
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/9393.jpg,343,279,1.2293906810035842
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/2961.jpg,274,450,0.6088888888888889
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1433.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5296.jpg,319,499,0.6392785571142284
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3997.jpg,492,499,0.9859719438877755
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5354.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10667.jpg,336,383,0.8772845953002611
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1727.jpg,499,304,1.6414473684210527
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10696.jpg,375,344,1.0901162790697674
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10603.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/11928.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1399.jpg,473,500,0.946
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5047.jpg,279,367,0.7602179836512262
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4662.jpg,499,454,1.0991189427312775
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3572.jpg,399,373,1.0697050938337802
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4923.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1392.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5805.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1815.jpg,261,350,0.7457142857142857
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/7266.jpg,499,450,1.1088888888888888
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5899.jpg,479,499,0.9599198396793587
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5003.jpg,448,333,1.3453453453453454
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/8793.jpg,329,395,0.8329113924050633
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/6544.jpg,392,430,0.9116279069767442
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/514.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1241.jpg,240,319,0.7523510971786834
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3870.jpg,261,350,0.7457142857142857
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10857.jpg,500,360,1.3888888888888888
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/11686.jpg,264,353,0.7478753541076487
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10055.jpg,499,375,1.3306666666666667
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4531.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4537.jpg,500,463,1.079913606911447
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/451.jpg,317,199,1.592964824120603
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/9169.jpg,252,309,0.8155339805825242
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/559.jpg,381,500,0.762
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/9858.jpg,229,281,0.8149466192170819
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/2255.jpg,500,443,1.1286681715575622
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5799.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/714.jpg,301,500,0.602
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/11384.jpg,420,499,0.8416833667334669
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/11121.jpg,239,360,0.6638888888888889
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/11172.jpg,499,442,1.1289592760180995
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/11059.jpg,446,499,0.8937875751503006
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/12003.jpg,394,500,0.788
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/12053.jpg,500,319,1.567398119122257
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4931.jpg,236,207,1.1400966183574879
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/9427.jpg,494,500,0.988
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/589.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/883.jpg,308,230,1.3391304347826087
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/8513.jpg,239,220,1.0863636363636364
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/6428.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/8806.jpg,240,319,0.7523510971786834
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1464.jpg,135,179,0.7541899441340782
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/2844.jpg,299,224,1.3348214285714286
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3927.jpg,235,352,0.6676136363636364
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/513.jpg,240,319,0.7523510971786834
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/420.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10586.jpg,324,350,0.9257142857142857
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5463.jpg,192,287,0.6689895470383276
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/3458.jpg,374,500,0.748
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/6982.jpg,397,313,1.268370607028754
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/7622.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/9667.jpg,490,499,0.9819639278557114
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/4155.jpg,499,358,1.393854748603352
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/10673.jpg,399,203,1.9655172413793103
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/1067.jpg,399,361,1.105263157894737
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/2101.jpg,378,400,0.945
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/5825.jpg,376,500,0.752
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/9965.jpg,493,500,0.986
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/335.jpg,375,499,0.751503006012024
test,-1,/home/workspace/capstone/MachineLearningProjects/data/test/6707.jpg,319,399,0.7994987468671679
